autističin	 prid.  koji pripada autistici	autisti_in	č ili ć?	č ili ć
autistički	 prid.  koji se odnosi na autiste i autizam	autisti_ki	č ili ć?	č ili ć
autodidaktičin	 prid.  koji pripada autodidaktici	autodidakti_in	č ili ć?	č ili ć
automehaničar	 im. m.  obrtnik koji popravlja automobile i druga motorna vozila	automehani_ar	č ili ć?	č ili ć
automehaničarev	 prid.  koji pripada automehaničaru; sin. automehaničarov	automehani_arev	č ili ć?	č ili ć
automehaničarka	 im. ž.  obrtnica koja popravlja automobile i druga motorna vozila	automehani_arka	č ili ć?	č ili ć
automehaničarov	 prid.  usp. automehaničarev	automehani_arov	č ili ć?	č ili ć
automehaničarski	 prid.  koji se odnosi na automehaničare [automehaničarska radionica]	automehani_arski	č ili ć?	č ili ć
automobilističin	 prid.  koji pripada automobilistici, ženi koja se bavi automobilizmom	automobilisti_in	č ili ć?	č ili ć
automobilistički	 prid.  koji se odnosi na automobiliste i automobilizam	automobilisti_ki	č ili ć?	č ili ć
autonomašičin	 prid.  1. koji pripada autonomašici, ženi pristaši autonomije 2. pov. koji pripada autonomašici, ženi pristaši autonomije Dalmacije u sklopu Austro-Ugarske, protivnici ujedinjenja Dalmacije i Hrvatske; sin. (talijanašičin)	autonomaši_in	č ili ć?	č ili ć
autoričin	 prid.  koji pripada autorici	autori_in	č ili ć?	č ili ć
avanturističin	 prid.  v. pustolovkin	avanturisti_in	č ili ć?	č ili ć
avanturistički	 prid.  v. pustolovni	avanturisti_ki	č ili ć?	č ili ć
avestički	 prid.  1. koji se odnosi na Avestu 2. 〈u im. funkciji〉 〈jd. m.〉 jez. izumrli jezik kojim je pisana Avesta	avesti_ki	č ili ć?	č ili ć
azbučni	 prid.  koji se odnosi na azbuku	azbu_ni	č ili ć?	č ili ć
babić	 im. m.  1. crno grožđe koje se uzgaja u okolici Primoštena 2. vino od istoimenoga grožđa	babi_	č ili ć?	č ili ć
babinjača	 im. ž.  žena u babinju	babinja_a	č ili ć?	č ili ć
babinje	 im. s.  razdoblje u životu žene koje traje četrdeset dana od rođenja djeteta	babin_	ije ili je?	ije ili je
bacač	 im. m.  1. osoba koja što baca 2. sp. atletičar koji se natječe u bacačkim disciplinama [~ diska; ~ kugle] 3. oružje s pomoću kojega se što ispaljuje ili izbacuje [~ plamena]	baca_	č ili ć?	č ili ć
bacačica	 im. ž.  1. žena koja što baca 2. sp. atletičarka koja se natječe u bacačkim disciplinama [~ diska; ~ kugle]	baca_ica	č ili ć?	č ili ć
bacačičin	 prid.  koji pripada bacačici	baca_ičin	č ili ć?	č ili ć
bacačičin	 prid.  koji pripada bacačici	bacači_in	č ili ć?	č ili ć
bacački	 prid.  koji se odnosi na bacače i bacanje	baca_ki	č ili ć?	č ili ć
bacanje	 im. s.  1. puštanje iz ruke u zamahu, tako da ono što se u njoj drži leti kroz zrak na drugo mjesto 2. ispuštanje čega tako da padne na niže mjesto 3. oslobađanje od čega nepotrebnoga, onoga što je za otpad 4. naglo i namjerno padanje, rušenje 5. napadanje koga ili navaljivanje na koga ◇ slobodno ~ sp. pravo igrača u košarci da neometano pokuša postići koš nakon prekršaja učinjenoga na njemu	bacan_	ije ili je?	ije ili je
bačva	 im. ž.  valjkasta posuda od drvenih duga stegnutih obručima koja služi za čuvanje i prijevoz tekućine; sin. (bure) ♦ kao iz bačve (badnja) [govoriti i sl.] veoma dubokim glasom [govoriti i sl.]; pijan kao ~ (čep) jako (potpuno) pijan	ba_va	č ili ć?	č ili ć
bačvar	 im. m.  majstor ili obrtnik koji izrađuje bačve	ba_var	č ili ć?	č ili ć
bačvarev	 prid.  koji pripada bačvaru; sin. bačvarov	ba_varev	č ili ć?	č ili ć
bačvarica	 im. ž.  majstorica ili obrtnica koja izrađuje bačve	ba_varica	č ili ć?	č ili ć
bačvaričin	 prid.  koji pripada bačvarici	ba_varičin	č ili ć?	č ili ć
bačvaričin	 prid.  koji pripada bačvarici	bačvari_in	č ili ć?	č ili ć
bačvarov	 prid.  usp. bačvarev	ba_varov	č ili ć?	č ili ć
bačvarski	 prid.  koji se odnosi bačvare i bačvarstvo	ba_varski	č ili ć?	č ili ć
bačvarstvo	 im. s.  djelatnost izradbe bačava	ba_varstvo	č ili ć?	č ili ć
bačvast	 prid.  koji je oblikom nalik na bačvu [bačvasto glazbalo]	ba_vast	č ili ć?	č ili ć
balavčev	 prid.  koji pripada balavcu	balav_ev	č ili ć?	č ili ć
balavičin	 prid.  koji pripada balavici	balavi_in	č ili ć?	č ili ć
balistički	 prid.  koji se odnosi na balistiku [balistička crta]	balisti_ki	č ili ć?	č ili ć
balzamiranje	 im. s.  zaštita trupla od raspadanja s pomoću posebnih tvari	balzamiran_	ije ili je?	ije ili je
bankaričin	 prid.  koji pripada bankarici	bankari_in	č ili ć?	č ili ć
barijera	 im. ž.  v. prepreka, zapreka	bar_ra	ije ili je?	ije ili je
barijev	 prid.  kem. 1. koji se odnosi na barij [~ atom] 2. koji sadržava barij [~ sulfat]	bar_v	ije ili je?	ije ili je
baruničin	 prid.  koji pripada barunici	baruni_in	č ili ć?	č ili ć
basističin	 prid.  koji pripada basistici	basisti_in	č ili ć?	č ili ć
basnopiščev	 prid.  koji pripada basnopiscu	basnopiš_ev	č ili ć?	č ili ć
batić	 im. m.  um. mali bat	bati_	č ili ć?	č ili ć
bavljenje	 im. s.  imanje čega kao predmeta svojega zanimanja ili djelovanja	bavl_nje	ije ili je?	ije ili je
bavljenje	 im. s.  imanje čega kao predmeta svojega zanimanja ili djelovanja	bavljen_	ije ili je?	ije ili je
bazični	 prid.  v. osnovni, temeljni	bazi_ni	č ili ć?	č ili ć
bdjenje	 im. s.  1. provođenje vremena u budnome stanju 2. vođenje brige o kome, brižno čuvanje koga ili čega	bd_nje	ije ili je?	ije ili je
bdjenje	 im. s.  1. provođenje vremena u budnome stanju 2. vođenje brige o kome, brižno čuvanje koga ili čega	bdjen_	ije ili je?	ije ili je
bdjeti	 gl. nesvrš. neprijel.  1. biti budan 2. voditi brigu, brižno paziti na koga ili što [~ nad zdravljem svojega djeteta]	bd_ti	ije ili je?	ije ili je
bećar	 im. m.  1. neoženjen muškarac sklon piću i ženama 2. osoba sklona užitcima	be_ar	č ili ć?	č ili ć
bećarac	 im. m.  folk., glazb. narodna pjesma u deseteračkome dvostihu koja se prije svega pjeva u Slavoniji, ali i u Vojvodini, južnoj Mađarskoj i Hercegovini	be_arac	č ili ć?	č ili ć
bećarev	 prid.  koji pripada bećaru; sin. bećarov	be_arev	č ili ć?	č ili ć
bećarov	 prid.  usp. bećarev	be_arov	č ili ć?	č ili ć
bećarski	 prid.  koji se odnosi na bećare	be_arski	č ili ć?	č ili ć
bedž	 im. m.  plastični ili kovinski ukrasni predmet s natpisom ili slikom koji se pričvršćuje na odjeću	be_	dž ili đ?	dž ili đ
beletristički	 prid.  koji se odnosi na beletristiku	beletristi_ki	č ili ć?	č ili ć
benediktinčev	 prid.  koji pripada benediktincu	benediktin_ev	č ili ć?	č ili ć
berač	 im. m.  osoba koja bere, koja sudjeluje u berbi [~ grožđa]	bera_	č ili ć?	č ili ć
beračica	 im. ž.  žena koja bere, koja sudjeluje u berbi [~ jabuka]	bera_ica	č ili ć?	č ili ć
beračičin	 prid.  koji pripada beračici	bera_ičin	č ili ć?	č ili ć
beračičin	 prid.  koji pripada beračici	berači_in	č ili ć?	č ili ć
berilijev	 prid.  kem. 1. koji pripada beriliju [~ atom] 2. koji sadržava berilij [~ oksid]	beril_v	ije ili je?	ije ili je
besjeda	 im. ž.  poet. tekst koji se izgovara u kakvoj prigodi; sin. govor	bes_da	ije ili je?	ije ili je
beskolutićavac	 im. m.  zool. 1. 〈mn.〉 skupina beskralježnjaka koji imaju tijelo bez kolutića i obično obostrano simetrično tijelo 2. pripadnik istoimene skupine	beskoluti_avac	č ili ć?	č ili ć
beskonačan	 prid.  koji nema kraja [beskonačno prostranstvo]; sin. beskrajan; ant. konačan	beskona_an	č ili ć?	č ili ć
beskonačnost	 im. ž.  svojstvo onoga što je beskonačno; sin. beskrajnost; ant. konačnost	beskona_nost	č ili ć?	č ili ć
beskralješnjak	 im. m.  v. beskralježnjak	beskral_šnjak	ije ili je?	ije ili je
beskralježnjak	 im. m.  zool. 1. 〈mn.〉 skupina živih bića koja nemaju kralježnicu, čine ih praživotinje, spužve, beskolutićavci, mnogokolutićavci, malokolutićavci, a od svitkovaca plaštenjaci i svitkoglavci 2. pripadnik istoimene skupine; sin. (beskralješnjak); ant. (kralješnjak), kralježnjak	beskral_žnjak	ije ili je?	ije ili je
beskućnica	 im. ž.  žena koja nema kuće, koja nema gdje stanovati	besku_nica	č ili ć?	č ili ć
beskućničin	 prid.  koji pripada beskućnici	besku_ničin	č ili ć?	č ili ć
beskućničin	 prid.  koji pripada beskućnici	beskućni_in	č ili ć?	č ili ć
beskućnik	 im. m.  osoba koja nema kuće, koja nema gdje stanovati	besku_nik	č ili ć?	č ili ć
besmrtničin	 prid.  1. koji pripada besmrtnici; ant. smrtničin 2. pren. koji pripada ženi koja će ostati zapamćena i nakon svoje smrti	besmrtni_in	č ili ć?	č ili ć
bespomoćan	 prid.  koji ne može sam sebi pomoći	bespomo_an	č ili ć?	č ili ć
bespomoćnost	 im. ž.  osobina onoga koji je bespomoćan	bespomo_nost	č ili ć?	č ili ć
besposličar	 im. m.  osoba koja ne voli raditi, koja izbjegava posao	besposli_ar	č ili ć?	č ili ć
besposličarev	 prid.  koji pripada besposličaru; sin. besposličarov	besposli_arev	č ili ć?	č ili ć
besposličariti	 gl. nesvrš. neprijel.  ne raditi ništa, izbjegavati posao	besposli_ariti	č ili ć?	č ili ć
besposličarka	 im. ž.  žena koja ne voli raditi, koja izbjegava posao	besposli_arka	č ili ć?	č ili ć
besposličarov	 prid.  usp. besposličarev	besposli_arov	č ili ć?	č ili ć
besprijekoran	 prid.  koji ima najbolja svojstva, koji je bez nedostataka [~ proizvod; besprijekorna osoba]; sin. (idealan, perfektan), savršen; ant. nesavršen	bespr_koran	ije ili je?	ije ili je
bestjelesan	 prid.  koji nema tijela [bestjelesno biće]; ant. tjelesan	best_lesan	ije ili je?	ije ili je
besubjektni	 prid.  gram. koji nema subjekta [besubjektna rečenica]	besub_ktni	ije ili je?	ije ili je
bešćutan	 prid.  1. koji je grub, koji nema razumijevanja, osjećaja ili ljubavi za druge [~ čovjek]; sin. bezdušan, ( neosjećajan); ant. osjećajan 2. koji odražava čiju grubost, nerazumijevanje, nepostojanje osjećaja ili ljubavi za druge [~ postupak]; sin. bezosjećajan	beš_utan	č ili ć?	č ili ć
bešćutnost	 im. ž.  1. osobina onoga koji je grub, koji nema razumijevanja, osjećaja ili ljubavi za druge; sin. bezdušnost, (neosjećajnost); ant. osjećajnost 2. svojstvo onoga što odražava čiju grubost, nerazumijevanje, nepostojanje osjećaja ili ljubavi za druge; sin. bezosjećajnost	beš_utnost	č ili ć?	č ili ć
bezakonje	 im. s.  stanje bez zakona, nezakonito poslovanje ili čin	bezakon_	ije ili je?	ije ili je
bezbožničin	 prid.  koji pripada bezbožnici	bezbožni_in	č ili ć?	č ili ć
bezbožnički	 prid.  koji se odnosi na bezbožnike i bezbožnost	bezbožni_ki	č ili ć?	č ili ć
bezemljašičin	 prid.  koji pripada bezemljašici	bezemljaši_in	č ili ć?	č ili ć
bezgraničan	 prid.  1. koji nema granice, koji se proteže u beskraj [bezgranično prostranstvo]; ant. ograničen 2. pren. koji je neizmjerno velik [bezgranično povjerenje]; sin. neograničen	bezgrani_an	č ili ć?	č ili ć
bezgranično	 pril. neizmjerno mnogo [~ voljeti]	bezgrani_no	č ili ć?	č ili ć
bezličan	 prid.  koji nema nikakvih posebnih značajka, koji nije ni po čemu prepoznatljiv	bezli_an	č ili ć?	č ili ć
beznačajan	 prid.  1. v. nebitan, nevažan 2. v. neznatan	bezna_ajan	č ili ć?	č ili ć
beznađe	 im. s.  stanje bez nade, stanje očaja [živjeti u beznađu]	bezna_e	dž ili đ?	dž ili đ
bezosjećajan	 prid.  1. koji je grub, koji nema razumijevanja, osjećaja ili ljubavi za druge [~ čovjek]; sin. bezdušan, ( neosjećajan); ant. osjećajan 2. koji odražava čiju grubost, nerazumijevanje, nepostojanje osjećaja ili ljubavi za druge [~ postupak]; sin. bešćutan	bezosje_ajan	č ili ć?	č ili ć
bezosjećajan	 prid.  1. koji je grub, koji nema razumijevanja, osjećaja ili ljubavi za druge [~ čovjek]; sin. bezdušan, ( neosjećajan); ant. osjećajan 2. koji odražava čiju grubost, nerazumijevanje, nepostojanje osjećaja ili ljubavi za druge [~ postupak]; sin. bešćutan	bezos_ćajan	ije ili je?	ije ili je
bezosjećajnost	 im. ž.  1. osobina onoga koji je grub, koji nema razumijevanja, osjećaja ili ljubavi za druge; sin. bezdušnost, (neosjećajnost); ant. osjećajnost 2. svojstvo onoga što odražava čiju grubost, nerazumijevanje, nepostojanje osjećaja ili ljubavi za druge; sin. bešćutnost	bezosje_ajnost	č ili ć?	č ili ć
bezosjećajnost	 im. ž.  1. osobina onoga koji je grub, koji nema razumijevanja, osjećaja ili ljubavi za druge; sin. bezdušnost, (neosjećajnost); ant. osjećajnost 2. svojstvo onoga što odražava čiju grubost, nerazumijevanje, nepostojanje osjećaja ili ljubavi za druge; sin. bešćutnost	bezos_ćajnost	ije ili je?	ije ili je
bezračni	 prid.  u kojemu nema zraka [~ prostor]	bezra_ni	č ili ć?	č ili ć
bezumlje	 im. s.  stanje opće zbrke u kojemu ne vlada razum	bezuml_	ije ili je?	ije ili je
bezuvjetan	 prid.  koji je bez ikakvih uvjeta [bezuvjetna ljubav]	bezuv_tan	ije ili je?	ije ili je
bezvlašće	 im. s.  pol. stanje bez vlasti [doba bezvlašća]; sin. (anarhija)	bezvlaš_e	č ili ć?	č ili ć
bezvrijedan	 prid.  koji nema nikakvu vrijednost [~ prsten]; ant. dragocjen, skupocjen, vrijedan	bezvr_dan	ije ili je?	ije ili je
bezvučan	 prid.  1. koji ne sadržava nikakav zvuk 2. gram. pri čijemu izgovoru glasnice ne titraju [bezvučni suglasnik]; ant. zvonačni, zvonak; ant. zvučan	bezvu_an	č ili ć?	č ili ć
bezvučnost	 im. ž.  1. svojstvo onoga što ne sadržava nikakav zvuk 2. gram. svojstvo glasa pri čijemu izgovoru glasnice ne titraju; ant. zvonkost; ant. zvučnost	bezvu_nost	č ili ć?	č ili ć
